episode_id,sid,day,WHEAT,CARROT,TOMATO,STRAWBERRY,MELON,EGG,MILK,WOOL,FERTILIZER,MILK_floor_qty,FERTILIZER_floor_qty,WOOL_floor_qty,STRAWBERRY_floor_qty,MELON_floor_qty
111040483,56357320,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,2,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,3,7,1,1,7,1,7,1,1,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,4,7,1,1,7,1,7,1,1,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,5,7,1,1,7,1,7,1,1,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,6,7,1,1,7,1,7,1,13,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,7,7,1,1,7,1,7,1,13,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,8,7,1,1,7,1,7,1,13,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,9,13,7,7,13,1,7,1,13,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,10,13,7,7,13,1,7,1,13,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,11,13,7,7,13,1,7,1,13,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,12,13,7,7,13,1,7,1,25,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,13,13,7,7,13,1,7,1,25,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,14,13,7,7,13,1,7,1,25,0,0.0,0.0,0.0,0.0,0.0
111040483,56357320,15,19,7,7,19,1,13,1,25,0,12.0,0.0,0.0,0.0,0.0
111040483,56357320,16,19,7,7,19,1,13,1,25,0,9.0,0.0,0.0,0.0,0.0
111040483,56357320,17,19,7,7,19,1,13,1,25,0,2.0,0.0,0.0,0.0,0.0
111040483,56357320,18,19,7,7,25,1,13,7,25,0,4.0,0.0,0.0,0.0,0.0
111040483,56357320,19,19,7,7,25,1,13,7,25,0,6.0,0.0,0.0,0.0,0.0
111040483,56357320,20,19,7,7,25,1,13,7,25,0,1.0,0.0,0.0,0.0,0.0
111040483,56357320,21,25,13,13,31,1,13,7,25,0,2.0,0.0,0.0,0.0,0.0
111040483,56357320,22,25,13,13,31,1,13,7,25,0,6.0,0.0,0.0,0.0,0.0
111040483,56357320,23,25,13,13,31,1,13,7,25,0,5.0,0.0,0.0,0.0,0.0
111040483,56357320,24,31,19,19,37,1,13,7,25,0,2.0,0.0,0.0,0.0,0.0
111040483,56357320,25,31,19,19,37,1,13,7,25,0,11.0,0.0,0.0,0.0,0.0
111040483,56357320,26,31,19,19,37,1,13,7,25,0,4.0,0.0,0.0,0.0,0.0
111040483,56357320,27,31,19,19,37,1,13,7,25,0,7.0,0.0,0.0,0.0,0.0
111040483,56357320,28,31,19,19,37,1,13,7,25,0,3.0,0.0,0.0,0.0,0.0
111040483,56357320,29,31,19,19,37,1,13,7,25,0,15.0,2.0,0.0,0.0,0.0
111035739,56357320,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,2,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,3,7,1,1,7,1,7,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,4,7,1,1,7,1,7,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,5,7,1,1,7,1,7,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,6,13,1,1,7,1,13,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,7,13,1,1,7,1,13,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,8,13,1,1,7,1,13,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,9,13,13,1,7,1,13,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,10,13,13,1,7,1,13,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,11,13,13,1,7,1,13,1,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,12,19,13,1,13,1,13,7,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,13,19,13,1,13,1,13,7,1,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,14,19,13,1,13,1,13,7,1,0,0.0,0.0,3.0,0.0,0.0
111035739,56357320,15,25,13,1,19,1,13,13,1,0,14.0,0.0,0.0,0.0,0.0
111035739,56357320,16,25,13,1,19,1,13,13,1,0,0.0,0.0,20.0,0.0,0.0
111035739,56357320,17,25,13,1,19,1,13,13,1,0,2.0,0.0,0.0,0.0,0.0
111035739,56357320,18,31,13,1,25,1,19,13,1,0,2.0,0.0,12.0,0.0,0.0
111035739,56357320,19,31,13,1,25,1,19,13,1,0,6.0,0.0,7.0,0.0,0.0
111035739,56357320,20,31,13,1,25,1,19,13,1,0,0.0,0.0,3.0,0.0,0.0
111035739,56357320,21,31,13,1,31,1,19,19,1,0,0.0,0.0,8.0,0.0,0.0
111035739,56357320,22,31,13,1,31,1,19,19,1,0,0.0,0.0,8.0,0.0,0.0
111035739,56357320,23,31,13,1,31,1,19,19,1,0,0.0,0.0,8.0,0.0,0.0
111035739,56357320,24,31,13,1,31,1,19,19,13,0,0.0,0.0,9.0,0.0,0.0
111035739,56357320,25,31,13,1,31,1,19,19,13,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,26,31,13,1,31,1,19,19,13,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,27,31,13,1,31,1,19,19,13,0,0.0,0.0,0.0,0.0,0.0
111035739,56357320,28,31,13,1,31,1,19,19,13,0,0.0,10.0,0.0,0.0,0.0
111035739,56357320,29,31,13,1,31,1,19,19,13,0,7.0,2.0,0.0,0.0,0.0
111019687,56357320,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0
111019687,56357320,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0
111019687,56357320,2,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0
111019687,56357320,3,7,1,1,7,1,7,1,1,0,0.0,0.0,0.0,0.0,0.0
111019687,56357320,4,7,1,1,7,1,7,1,1,0,0.0,0.0,0.0,0.0,0.0
