episode_id,step,seat,role,money,hands,quadrants,inventory_WHEAT,inventory_CARROT,inventory_TOMATO,inventory_STRAWBERRY,inventory_MELON,inventory_MILK,inventory_WOOL,inventory_EGG,inventory_FERTILIZER,inventory_COW,inventory_SHEEP,inventory_GOOSE,seeds_WHEAT,seeds_CARROT,seeds_TOMATO,seeds_STRAWBERRY,seeds_MELON,yield_total,crop_WHEAT,crop_MELON,animal_SHEEP,animal_COW,yield_WHEAT,yield_MELON,yield_SHEEP,yield_COW,crop_STRAWBERRY,yield_STRAWBERRY,animal_GOOSE,yield_GOOSE,crop_CARROT,yield_CARROT,weeds,crop_TOMATO,yield_TOMATO
112694372,0,0,self,3000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,0,1,opponent,3000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,23,0,self,12.0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8.0,12.0,2.0,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,23,1,opponent,12.0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8.0,12.0,2.0,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,24,0,self,12.0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8.0,12.0,2.0,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,24,1,opponent,12.0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8.0,12.0,2.0,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,47,0,self,101.0,3,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,8.0,12.0,2.0,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,47,1,opponent,101.0,3,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,8.0,12.0,2.0,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,71,0,self,214.0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.0,12.0,2.0,3.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,71,1,opponent,214.0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.0,12.0,2.0,3.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,72,0,self,214.0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.0,12.0,2.0,3.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,72,1,opponent,214.0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.0,12.0,2.0,3.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,95,0,self,267.0,5,1,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,7.0,12.0,2.0,3.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,95,1,opponent,267.0,5,1,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,7.0,12.0,2.0,3.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,119,0,self,672.0,4,1,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,7.0,12.0,2.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,119,1,opponent,672.0,4,1,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,7.0,12.0,2.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,143,0,self,787.0,4,1,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,3.0,12.0,2.0,4.0,3.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112694372,143,1,opponent,787.0,4,1,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,3.0,12.0,2.0,4.0,3.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
